bbg_ticker,Generic_Ticker,Contract_Size,Category,Currency,FX_Rate_to_USD
LMAHDP 20260310 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260303 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
DXZ5 Curncy,DX1 Curncy,1000.0,Currency,USD,1.0
XUCZ5 Curncy,XUC1 Curncy,100000.0,Currency,CNH,0.1489
LMAHDP 20260305 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260305 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260303 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260123 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260305 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20251217 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
UEAZ5C 1.16 Curncy,UEA1 Curncy,125000.0,Currency,USD,1.0
LMZSDP 20260304 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260303 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260302 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260302 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LFAX5 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LMZSDP 20260105 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CQDZ25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
CJPX25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
CAH6 Comdty,CA1 Comdty,50.0,Agriculture,EUR,1.1535
PFRX5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
SCOX5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
ZZBX5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
MFSX5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
LMZSDP 20260227 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
XUX5 Index,XU1 Index,1.0,Equity Index,USD,1.0
LMZSDP 20260120 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260114 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260112 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260109 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260102 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
SIZ5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD,1.0
HCTX5 Index,HCT1 Index,50.0,Equity Index,HKD,0.12749
LMPBDP 20260225 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20260123 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260224 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251218 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
JYZ5 Curncy,JY1 Curncy,12500000.0,Currency,USD,1.0
BOZ5 Comdty,BO1 Comdty,60000.0,Agriculture,USD,1.0
KOZ5 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
PAZ5 Comdty,PA1 Comdty,100.0,Precious Metal,USD,1.0
LMZSDP 20260219 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
COF6 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
GCZ5 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMPBDP 20260218 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20251211 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260210 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
MCYX5 Index,MCY1 Index,25.0,Equity Index,USD,1.0
KCZ5 Comdty,KC1 Comdty,37500.0,Agriculture,USD,1.0
LMZSDP 20260213 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260213 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260123 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
JWLM26 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
JWLZ25 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
HCX5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
BBWZ25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20260212 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251119 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20251215 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CQDF26 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
HIX5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
LMAHDP 20260206 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20251217 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
SFZ5 Curncy,SF1 Curncy,125000.0,Currency,USD,1.0
LMZSDP 20251230 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260205 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LFAV5 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
LMZSDP 20260204 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CJPV25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
LMAHDP 20260203 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20260121 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
SMF6 Comdty,SM1 Comdty,100.0,Agriculture,USD,1.0
LMZSDP 20260130 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
SCOV5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
HCV5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
HGZ5 Comdty,HG1 Comdty,25000.0,Base Metal,USD,1.0
JWLX25 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
LMAHDP 20260130 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
HCTV5 Index,HCT1 Index,50.0,Equity Index,HKD,0.12749
FCF6 Comdty,FC1 Comdty,50000.0,Agriculture,USD,1.0
CAZ5 Comdty,CA1 Comdty,50.0,Agriculture,EUR,1.1535
SMZ5 Comdty,SM1 Comdty,100.0,Agriculture,USD,1.0
LMZSDP 20251212 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HIV5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20260127 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
BBWX25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
ADZ5 Curncy,AD1 Curncy,100000.0,Currency,USD,1.0
LMZSDP 20260122 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251222 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
UXV5 Index,UX1 Index,1000.0,Equity Index,USD,1.0
LMZSDP 20251119 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
NGF26 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
XUV5 Index,XU1 Index,1.0,Equity Index,USD,1.0
LMAHDP 20260121 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20260109 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20251216 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
NXZ5 Index,NX1 Index,5.0,Equity Index,USD,1.0
CQDX25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
S X5 Comdty,S 1 Comdty,5000.0,Agriculture,USD,1.0
LMZSDP 20260115 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
ZZBV5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
LMCADP 20260114 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20260107 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251015 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260106 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20260109 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20260102 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20260108 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LFAU5 Comdty,LFA1 Comdty,1000.0,Base Metal,USD,1.0
CJPU25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
CQDV25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
CCZ5 Comdty,CC1 Comdty,10.0,Agriculture,USD,1.0
ZZBU5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
PFRU5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
MFSU5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
SCOU5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
PFRV5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
HCTU5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
LMZSDP 20251229 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251208 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251205 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20251229 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
XUU5 Index,XU1 Index,1.0,Equity Index,USD,1.0
LMZSDP 20251203 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251201 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20251224 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251224 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251223 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HCU5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMCADP 20251223 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
MFSV5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
PLV5 Comdty,PL1 Comdty,50.0,Precious Metal,USD,1.0
XAGUSD 20251027 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD,1.0
QSV5 Comdty,QS1 Comdty,100.0,Energy,USD,1.0
LMZSDP 20251219 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HWBU5 Index,HWB1 Index,2.0,Equity Index,USD,1.0
LMZSDP 20251202 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
UXU5 Index,UX1 Index,1000.0,Equity Index,USD,1.0
LMZSDP 20251216 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
ESU5 Index,ES1 Index,50.0,Equity Index,USD,1.0
NQU5 Index,NQ1 Index,20.0,Equity Index,USD,1.0
DMU5 Index,DM1 Index,840.0,Equity Index,USD,1.0
LMCADP 20251212 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250917 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20251015 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250917 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
BPZ5 Curncy,BP1 Curncy,62500.0,Currency,USD,1.0
CDZ5 Curncy,CD1 Curncy,100000.0,Currency,USD,1.0
XUCU5 Curncy,XUC1 Curncy,100000.0,Currency,CNH,0.1489
LMCADP 20251211 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
COZ5 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
HIU5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
ECU5 Curncy,EC1 Curncy,125000.0,Currency,USD,1.0
JYU5 Curncy,JY1 Curncy,12500000.0,Currency,USD,1.0
LMCADP 20251208 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
SBV5 Comdty,SB1 Comdty,5000.0,Agriculture,USD,1.0
COX5 Comdty,CO1 Comdty,1000.0,Energy,SEK,0.102287
W Z5 Comdty,W 1 Comdty,5000.0,Agriculture,USD,1.0
LMCADP 20251203 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251202 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
QSU5 Comdty,QS1 Comdty,100.0,Energy,USD,1.0
BBWV25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20251202 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
CQDU25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
LMCADP 20251201 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251201 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
SCOQ5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
MFSQ5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
LMZSDP 20251015 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20251128 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20251010 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20251008 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
HCTQ5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
AULU25 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
LMPBDP 20251128 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
HUU5 Index,HU1 Index,10.0,Equity Index,HKD,0.12749
HIQ5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
LMNIDP 20251126 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250917 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20251114 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251126 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251121 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251023 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251017 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
C Z5 Comdty,C 1 Comdty,5000.0,Agriculture,USD,1.0
HCQ5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20251113 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251112 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251121 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
BBWU25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
SIU5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD,1.0
KOU5 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
LMNIDP 20251120 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20251114 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
UXQ5 Index,UX1 Index,1000.0,Equity Index,USD,1.0
LMCADP 20251120 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
CCU5 Comdty,CC1 Comdty,10.0,Agriculture,USD,1.0
LMNIDP 20251118 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250820 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251114 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
AULV25 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
LMNIDP 20251112 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
BPU5 Curncy,BP1 Curncy,62500.0,Currency,USD,1.0
LMPBDP 20251107 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20251105 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
DXU5 Curncy,DX1 Curncy,1000.0,Currency,USD,1.0
LMZSDP 20251107 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251107 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20251106 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250812 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251106 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMCADP 20251105 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251105 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
W U5 Comdty,W 1 Comdty,5000.0,Agriculture,USD,1.0
CQDQ25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
XUQ5 Index,XU1 Index,1.0,Equity Index,USD,1.0
GCV5 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
CLU5 Comdty,CL1 Comdty,1000.0,Energy,USD,1.0
CJPN25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
SCON5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
LMZSDP 20251031 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250905 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
ZZBQ5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
HGU5 Comdty,HG1 Comdty,25000.0,Base Metal,USD,1.0
LMCADP 20251030 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251029 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251022 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HIN5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
XUN5 Index,XU1 Index,1.0,Equity Index,USD,1.0
HCTN5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
CJPQ25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
BGLV25 Comdty,BGL1 Comdty,10000.0,Energy,USD,1.0
COU5 Comdty,CO1 Comdty,1000.0,Energy,USD,1.0
HCN5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20251024 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CDU5 Curncy,CD1 Curncy,100000.0,Currency,USD,1.0
MFSN5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
AULQ25 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
BBWQ25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
XAGUSD 20250818 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD,1.0
XAGUSD 20250826 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD,1.0
XAGUSD 20250815 Curncy,XAGUSD Curncy,1.0,Precious Metal,USD,1.0
GCQ5 Comdty,GC1 Comdty,100.0,Precious Metal,USD,1.0
LMNIDP 20251017 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20250930 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20251017 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
UXN5 Index,UX1 Index,1000.0,Equity Index,USD,1.0
LMZSDP 20251016 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
NGX25 Comdty,NG1 Comdty,10000.0,Energy,USD,1.0
RTYU5 Index,RTY1 Index,50.0,Equity Index,USD,1.0
BGLU25 Comdty,BGL1 Comdty,10000.0,Energy,USD,1.0
BGLQ25 Comdty,BGL1 Comdty,10000.0,Energy,USD,1.0
LMZSDP 20250923 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251014 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250909 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250819 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250716 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251010 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20251010 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250820 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250919 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
RSF6 Comdty,RS1 Comdty,20.0,Agriculture,CAD,0.7192
LMCADP 20250716 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251009 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251008 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20251008 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
CAU5 Comdty,CA1 Comdty,50.0,Agriculture,EUR,1.1535
LMNIDP 20251007 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMZSDP 20251007 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250807 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250806 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251003 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20251003 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
LMNIDP 20250813 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
SFU5 Curncy,SF1 Curncy,125000.0,Currency,USD,1.0
DFU5 Comdty,DF1 Comdty,10.0,Agriculture,USD,1.0
KCU5 Comdty,KC1 Comdty,37500.0,Agriculture,USD,1.0
LMZSDP 20251002 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250716 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
CJPM25 Comdty,CJP1 Comdty,1000.0,Energy,USD,1.0
LMAHDP 20251001 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250917 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20251001 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
JWLQ25 Comdty,JWL1 Comdty,1000.0,Energy,USD,1.0
LMPBDP 20251001 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMPBDP 20250829 Comdty,LMPBDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250821 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250815 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250723 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
SCOM5 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SCOM5P 90 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
SCOM5P 95 Comdty,SCO1 Comdty,100.0,Ferrous,USD,1.0
ZZBM5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
MFSM5 Comdty,MFS1 Comdty,100.0,Ferrous,USD,1.0
LMAHDP 20250930 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250930 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250808 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
RSX5 Comdty,RS1 Comdty,20.0,Agriculture,CAD,0.7192
LMZSDP 20250926 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
HIM5 Index,HI1 Index,50.0,Equity Index,HKD,0.12749
LMNIDP 20250926 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
HCTM5 Index,HCT1 Index,800.0,Equity Index,USD,1.0
XUM5 Index,XU1 Index,1.0,Equity Index,USD,1.0
NXU5 Index,NX1 Index,5.0,Equity Index,USD,1.0
LMZSDP 20250925 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CTZ5 Comdty,CT1 Comdty,50000.0,Agriculture,USD,1.0
HCM5 Index,HC1 Index,50.0,Equity Index,HKD,0.12749
LMZSDP 20250924 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
PLN5 Comdty,PL1 Comdty,50.0,Precious Metal,USD,1.0
ZZBN5 Comdty,ZZB1 Comdty,100.0,Chemicals,USD,1.0
NVU5 Curncy,NV1 Curncy,100000.0,Currency,USD,1.0
AULN25 Comdty,AUL1 Comdty,1000.0,Energy,USD,1.0
BBWN25 Comdty,BBW1 Comdty,1000.0,Energy,USD,1.0
SBN5 Comdty,SB1 Comdty,5000.0,Agriculture,USD,1.0
NQM5 Index,NQ1 Index,20.0,Equity Index,USD,1.0
ESM5 Index,ES1 Index,50.0,Equity Index,USD,1.0
DMM5 Index,DM1 Index,840.0,Equity Index,USD,1.0
LMCADP 20250918 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
HWBM5 Index,HWB1 Index,2.0,Equity Index,USD,1.0
SIN5 Comdty,SI1 Comdty,5000.0,Precious Metal,USD,1.0
HGN5 Comdty,HG1 Comdty,25000.0,Base Metal,USD,1.0
LMAHDP 20250820 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
KOQ5 Comdty,KO1 Comdty,25.0,Agriculture,MYR,0.245
QSN5 Comdty,QS1 Comdty,100.0,Energy,USD,1.0
LMZSDP 20250618 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMAHDP 20250916 Comdty,LMAHDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250916 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250916 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250912 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
CQDN25 Comdty,CQD1 Comdty,1000.0,Energy,USD,1.0
XUCM5 Curncy,XUC1 Curncy,100000.0,Currency,CNH,0.1489
KCN5 Comdty,KC1 Comdty,37500.0,Agriculture,USD,1.0
ADM5 Curncy,AD1 Curncy,100000.0,Currency,AUD,0.7125
LMZSDP 20250911 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMZSDP 20250709 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
PFRN5 Comdty,PFR1 Comdty,100.0,Chemicals,USD,1.0
LMZSDP 20250910 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
JYM5 Curncy,JY1 Curncy,12500000.0,Currency,USD,1.0
LMZSDP 20250708 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMCADP 20250618 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
JADM5C 70 Curncy,JAD1 Curncy,12500000.0,Currency,USD,1.0
LMCADP 20250905 Comdty,LMCADY Comdty,25.0,Base Metal,USD,1.0
ECM5 Curncy,EC1 Curncy,125000.0,Currency,EUR,1.1535
AZBU25 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
AZBQ25 Comdty,AZB1 Comdty,1000.0,Energy,USD,1.0
LMZSDP 20250904 Comdty,LMZSDY Comdty,25.0,Base Metal,USD,1.0
LMNIDP 20250724 Comdty,LMNIDY Comdty,6.0,Base Metal,USD,1.0
